id	message
2FA_CONFIRM_WAIT_X	Tunggu bentar {value} detik ya, soalnya akun ini diprotek password 2FA
FLOOD_TEST_PHONE_WAIT_X	Waktu tunggu {value} detik dibutuhin di server tes
FLOOD_WAIT_X	Waktu tunggu {value} detik lagi nih, sabar ya
SLOWMODE_WAIT_X	Waktu tunggu {value} detik dibutuhin buat ngechat di sini (slowmode).
TAKEOUT_INIT_DELAY_X	Konfirmasi dulu di HP lu atau tunggu {value} detik lagi
